binary,l1i_size,l1i_assoc,l1d_size,l1d_assoc,l2_size,l2_assoc,cache_line_size,l1i_rp,l1d_rp,l2_rp,simInsts,simOps,system.cpu.numCycles,system.cpu.cpi,system.cpu.ipc,system.cpu.dcache.overallHits::cpu.data,system.cpu.dcache.overallMisses::cpu.data,system.cpu.dcache.overallMissRate::cpu.data,system.cpu.icache.overallHits::cpu.inst,system.cpu.icache.overallMisses::cpu.inst,system.cpu.icache.overallMissRate::cpu.inst,system.l2cache.overallHits::total,system.l2cache.overallMisses::cpu.inst,system.l2cache.overallMisses::cpu.data,system.l2cache.overallMisses::total,system.l2cache.overallMissRate::total,experiment
/home/arqui/lab2/laboratorio-2-grupo8/benchmark/array/permutation_16_bin,16kB,2,64kB,2,256kB,8,64,FIFO,FIFO,FIFO,99549,181659,627853,6.303049,0.158653,36238,1953,0.051138,131203,1180,0.008914,402,1005,1728,2733,0.87177,1
/home/arqui/lab2/laboratorio-2-grupo8/benchmark/array/unrolling_16_bin,16kB,2,64kB,2,256kB,8,64,FIFO,FIFO,FIFO,98973,179931,625767,6.318645,0.158262,35662,1953,0.051921,130434,1181,0.008973,402,1006,1728,2734,0.871811,2
