binary,l1i_size,l1i_assoc,l1d_size,l1d_assoc,l2_size,l2_assoc,cache_line_size,l1i_rp,l1d_rp,l2_rp,simInsts,simOps,system.cpu.numCycles,system.cpu.cpi,system.cpu.ipc,system.cpu.dcache.overallHits::cpu.data,system.cpu.dcache.overallMisses::cpu.data,system.cpu.dcache.overallMissRate::cpu.data,system.cpu.icache.overallHits::cpu.inst,system.cpu.icache.overallMisses::cpu.inst,system.cpu.icache.overallMissRate::cpu.inst,system.l2cache.overallHits::total,system.l2cache.overallMisses::cpu.inst,system.l2cache.overallMisses::cpu.data,system.l2cache.overallMisses::total,system.l2cache.overallMissRate::total,experiment
/home/arqui/lab2/laboratorio-2-grupo8/benchmark/array/permutation_32_bin,16kB,2,64kB,2,256kB,8,64,FIFO,FIFO,FIFO,110461,201243,672883,6.088172,0.164253,42421,1994,0.044895,145238,1177,0.008039,393,1005,1775,2780,0.876142,1
/home/arqui/lab2/laboratorio-2-grupo8/benchmark/array/unrolling_32_bin,16kB,2,64kB,2,256kB,8,64,FIFO,FIFO,FIFO,108157,194331,661690,6.114361,0.163549,40117,1994,0.047351,142165,1178,0.008218,393,1006,1775,2781,0.876181,2
